VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
19/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.01
22/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.009
23/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0098
24/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0091
25/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.008
26/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0052
29/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0006
30/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0031
02/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0085
03/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0087
06/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0037
07/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0022
08/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0089
09/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0035
10/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0022
13/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0058
14/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0062
15/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0105
16/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0156
17/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0198
21/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.015
22/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0224
23/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0228
24/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0175
28/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0181
29/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0173
30/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0169
31/05/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.015
03/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0107
04/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0116
05/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0107
06/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0066
07/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0058
10/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0077
11/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0071
12/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0055
13/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0004
14/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9977
17/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0022
18/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.003
19/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9997
20/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9964
21/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9957
24/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9995
25/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9932
26/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9917
27/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9968
28/06/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0064
02/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9915
03/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9907
04/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9951
05/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0045
08/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0066
09/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0076
10/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0005
11/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9918
12/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9972
15/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9946
16/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9908
17/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9953
18/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9905
19/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9841
22/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.969
23/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9605
24/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.962
25/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9688
26/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9639
29/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9702
30/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9745
31/07/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9762
01/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9659
02/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9655
